tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 1245; Los Angeles County; California,2695,75625,668,548,06,037,124500,1216,0.4506578947368421,1.0,2695.0,35,census_api
Census Tract 1246; Los Angeles County; California,2608,91452,508,744,06,037,124600,1252,0.5942492012779552,1.0,2608.0,35,census_api
Census Tract 1247; Los Angeles County; California,5409,101863,943,1509,06,037,124700,2452,0.615415986949429,1.0,5409.0,35,census_api
Census Tract 1249.02; Los Angeles County; California,3301,58178,186,1351,06,037,124902,1537,0.8789850357839948,1.0,3301.0,35,census_api
Census Tract 1249.03; Los Angeles County; California,3744,75907,343,1258,06,037,124903,1601,0.7857589006870705,1.0,3744.0,35,census_api
Census Tract 1251.01; Los Angeles County; California,3978,81758,324,1789,06,037,125101,2113,0.8466635115948887,1.0,3978.0,35,census_api
Census Tract 1251.02; Los Angeles County; California,1948,158596,413,421,06,037,125102,834,0.5047961630695443,1.0,1948.0,35,census_api
Census Tract 1252; Los Angeles County; California,3889,88274,526,1348,06,037,125200,1874,0.7193169690501601,1.0,3889.0,35,census_api
Census Tract 1253.10; Los Angeles County; California,3598,58162,379,1583,06,037,125310,1962,0.8068297655453619,1.0,3598.0,35,census_api
Census Tract 1253.21; Los Angeles County; California,2761,53778,91,1318,06,037,125321,1409,0.9354151880766501,1.0,2761.0,35,census_api
Census Tract 1253.22; Los Angeles County; California,1981,34432,0,1417,06,037,125322,1417,1.0,1.0,1981.0,35,census_api
Census Tract 1254.02; Los Angeles County; California,4403,86170,445,1623,06,037,125402,2068,0.784816247582205,1.0,4403.0,35,census_api
Census Tract 1254.03; Los Angeles County; California,2571,80893,49,1363,06,037,125403,1412,0.9652974504249292,1.0,2571.0,35,census_api
Census Tract 1254.04; Los Angeles County; California,2886,77574,0,1619,06,037,125404,1619,1.0,1.0,2886.0,35,census_api
Census Tract 1255.01; Los Angeles County; California,2871,62109,152,1389,06,037,125501,1541,0.9013627514600908,1.0,2871.0,35,census_api
Census Tract 1255.02; Los Angeles County; California,3624,78139,422,1520,06,037,125502,1942,0.7826982492276005,1.0,3624.0,35,census_api
Census Tract 1256; Los Angeles County; California,2941,105432,569,704,06,037,125600,1273,0.5530243519245875,1.0,2941.0,35,census_api
Census Tract 1271.02; Los Angeles County; California,4956,50739,614,929,06,037,127102,1543,0.6020738820479585,1.0,4956.0,35,census_api
Census Tract 1271.03; Los Angeles County; California,3360,58591,215,1073,06,037,127103,1288,0.8330745341614907,1.0,3360.0,35,census_api
Census Tract 1271.04; Los Angeles County; California,4385,63158,464,933,06,037,127104,1397,0.6678596993557624,1.0,4385.0,35,census_api
Census Tract 1272.10; Los Angeles County; California,5630,63255,552,1331,06,037,127210,1883,0.7068507700477961,1.0,5630.0,35,census_api
Census Tract 1272.20; Los Angeles County; California,5219,44846,459,1238,06,037,127220,1697,0.7295226870948733,1.0,5219.0,35,census_api
Census Tract 1273; Los Angeles County; California,3942,71860,485,896,06,037,127300,1381,0.6488052136133237,1.0,3942.0,35,census_api
Census Tract 1274; Los Angeles County; California,5855,66009,558,1356,06,037,127400,1914,0.7084639498432602,1.0,5855.0,35,census_api
Census Tract 1275.20; Los Angeles County; California,4722,48750,30,1467,06,037,127520,1497,0.9799599198396793,1.0,4722.0,35,census_api
Census Tract 1276.03; Los Angeles County; California,2791,55739,102,823,06,037,127603,925,0.8897297297297297,1.0,2791.0,35,census_api
Census Tract 1276.04; Los Angeles County; California,3141,48750,167,1276,06,037,127604,1443,0.8842688842688843,1.0,3141.0,35,census_api
Census Tract 1276.05; Los Angeles County; California,3734,58903,224,947,06,037,127605,1171,0.8087105038428694,1.0,3734.0,35,census_api
Census Tract 1276.06; Los Angeles County; California,3110,64915,308,775,06,037,127606,1083,0.7156048014773777,1.0,3110.0,35,census_api
Census Tract 1277.11; Los Angeles County; California,3207,93441,447,688,06,037,127711,1135,0.6061674008810573,1.0,3207.0,35,census_api
Census Tract 1277.12; Los Angeles County; California,3859,60514,212,1312,06,037,127712,1524,0.8608923884514436,1.0,3859.0,35,census_api
Census Tract 1278.03; Los Angeles County; California,5068,64607,360,1262,06,037,127803,1622,0.7780517879161529,1.0,5068.0,35,census_api
Census Tract 1278.04; Los Angeles County; California,4728,68599,385,1247,06,037,127804,1632,0.7640931372549019,1.0,4728.0,35,census_api
Census Tract 1278.05; Los Angeles County; California,3518,52900,214,992,06,037,127805,1206,0.8225538971807629,1.0,3518.0,35,census_api
Census Tract 1278.06; Los Angeles County; California,3576,75817,266,995,06,037,127806,1261,0.789056304520222,1.0,3576.0,35,census_api
Census Tract 1279.10; Los Angeles County; California,4908,53783,369,1144,06,037,127910,1513,0.7561136814276272,1.0,4908.0,35,census_api
Census Tract 1279.20; Los Angeles County; California,4622,69495,604,892,06,037,127920,1496,0.5962566844919787,1.0,4622.0,35,census_api
Census Tract 1281.01; Los Angeles County; California,2890,80714,303,773,06,037,128101,1076,0.7184014869888475,1.0,2890.0,35,census_api
Census Tract 1281.02; Los Angeles County; California,4750,58603,309,1291,06,037,128102,1600,0.806875,1.0,4750.0,35,census_api
Census Tract 1282.10; Los Angeles County; California,5357,57679,56,1572,06,037,128210,1628,0.9656019656019657,1.0,5357.0,35,census_api
Census Tract 1282.20; Los Angeles County; California,2832,61389,362,848,06,037,128220,1210,0.7008264462809918,1.0,2832.0,35,census_api
Census Tract 1283.02; Los Angeles County; California,4790,63047,319,1144,06,037,128302,1463,0.7819548872180451,1.0,4790.0,35,census_api
Census Tract 1283.03; Los Angeles County; California,3487,41328,77,1040,06,037,128303,1117,0.9310653536257834,1.0,3487.0,35,census_api
Census Tract 1284; Los Angeles County; California,4241,101955,1013,816,06,037,128400,1829,0.4461454346637507,1.0,4241.0,35,census_api
Census Tract 1285; Los Angeles County; California,4104,118460,893,1198,06,037,128500,2091,0.5729316116690578,1.0,4104.0,35,census_api
Census Tract 1286.01; Los Angeles County; California,5020,64482,259,1474,06,037,128601,1733,0.8505481823427582,1.0,5020.0,35,census_api
Census Tract 1286.02; Los Angeles County; California,2863,88333,622,656,06,037,128602,1278,0.513302034428795,1.0,2863.0,35,census_api
Census Tract 1287.03; Los Angeles County; California,3252,86080,324,1307,06,037,128703,1631,0.8013488657265482,1.0,3252.0,35,census_api
Census Tract 1287.04; Los Angeles County; California,2335,128472,623,335,06,037,128704,958,0.3496868475991649,1.0,2335.0,35,census_api
Census Tract 1288.01; Los Angeles County; California,3740,85781,493,1476,06,037,128801,1969,0.7496190959878111,1.0,3740.0,35,census_api
Census Tract 1288.02; Los Angeles County; California,4186,107653,651,1313,06,037,128802,1964,0.6685336048879837,1.0,4186.0,35,census_api
Census Tract 1289.10; Los Angeles County; California,4741,108333,898,972,06,037,128910,1870,0.5197860962566845,1.0,4741.0,35,census_api
Census Tract 1310.21; Los Angeles County; California,3423,58333,192,824,06,037,131021,1016,0.8110236220472441,1.0,3423.0,35,census_api
Census Tract 1310.22; Los Angeles County; California,2917,63140,170,859,06,037,131022,1029,0.8347910592808552,1.0,2917.0,35,census_api
Census Tract 1310.23; Los Angeles County; California,2774,77880,393,431,06,037,131023,824,0.5230582524271845,1.0,2774.0,35,census_api
Census Tract 1310.24; Los Angeles County; California,3984,93929,564,524,06,037,131024,1088,0.48161764705882354,1.0,3984.0,35,census_api
Census Tract 1311; Los Angeles County; California,3340,104750,934,149,06,037,131100,1083,0.13758079409048937,1.0,3340.0,35,census_api
Census Tract 1312; Los Angeles County; California,3796,102095,948,268,06,037,131200,1216,0.22039473684210525,1.0,3796.0,35,census_api
Census Tract 1313; Los Angeles County; California,4502,69651,989,207,06,037,131300,1196,0.17307692307692307,1.0,4502.0,35,census_api
Census Tract 1314; Los Angeles County; California,6175,88661,830,986,06,037,131400,1816,0.5429515418502202,1.0,6175.0,35,census_api
Census Tract 1316; Los Angeles County; California,5194,84524,1068,252,06,037,131600,1320,0.19090909090909092,1.0,5194.0,35,census_api
Census Tract 1317.01; Los Angeles County; California,5297,92935,897,967,06,037,131701,1864,0.5187768240343348,1.0,5297.0,35,census_api
Census Tract 1317.02; Los Angeles County; California,3958,74227,849,409,06,037,131702,1258,0.3251192368839428,1.0,3958.0,35,census_api
Census Tract 1318.01; Los Angeles County; California,3068,53707,169,823,06,037,131801,992,0.8296370967741935,1.0,3068.0,35,census_api
Census Tract 1318.02; Los Angeles County; California,2481,99087,610,154,06,037,131802,764,0.20157068062827224,1.0,2481.0,35,census_api
Census Tract 1319; Los Angeles County; California,4255,126282,1075,282,06,037,131900,1357,0.20781134856300662,1.0,4255.0,35,census_api
Census Tract 1320.01; Los Angeles County; California,2947,91012,793,404,06,037,132001,1197,0.33751044277360065,1.0,2947.0,35,census_api
Census Tract 1320.02; Los Angeles County; California,3707,96408,756,428,06,037,132002,1184,0.3614864864864865,1.0,3707.0,35,census_api
Census Tract 1321.01; Los Angeles County; California,4319,68246,704,864,06,037,132101,1568,0.5510204081632653,1.0,4319.0,35,census_api
Census Tract 1321.02; Los Angeles County; California,5279,68548,916,1185,06,037,132102,2101,0.5640171346977629,1.0,5279.0,35,census_api
Census Tract 1323.01; Los Angeles County; California,3689,59484,69,1284,06,037,132301,1353,0.9490022172949002,1.0,3689.0,35,census_api
Census Tract 1323.02; Los Angeles County; California,3178,86464,487,471,06,037,132302,958,0.49164926931106473,1.0,3178.0,35,census_api
Census Tract 1325.01; Los Angeles County; California,4641,74205,589,703,06,037,132501,1292,0.5441176470588235,1.0,4641.0,35,census_api
Census Tract 1325.02; Los Angeles County; California,3565,59018,793,484,06,037,132502,1277,0.3790133124510572,1.0,3565.0,35,census_api
Census Tract 1327; Los Angeles County; California,4846,79893,982,673,06,037,132700,1655,0.4066465256797583,1.0,4846.0,35,census_api
Census Tract 1329; Los Angeles County; California,3559,96767,661,603,06,037,132900,1264,0.47705696202531644,1.0,3559.0,35,census_api
Census Tract 1330; Los Angeles County; California,4373,86914,1001,412,06,037,133000,1413,0.2915782024062279,1.0,4373.0,35,census_api
Census Tract 1331.01; Los Angeles County; California,1827,98750,381,261,06,037,133101,642,0.40654205607476634,1.0,1827.0,35,census_api
Census Tract 1331.02; Los Angeles County; California,3703,44125,382,978,06,037,133102,1360,0.7191176470588235,1.0,3703.0,35,census_api
Census Tract 1340.01; Los Angeles County; California,3715,80682,404,542,06,037,134001,946,0.572938689217759,1.0,3715.0,35,census_api
Census Tract 1340.02; Los Angeles County; California,3798,68750,464,732,06,037,134002,1196,0.6120401337792643,1.0,3798.0,35,census_api
Census Tract 1341.01; Los Angeles County; California,5414,81417,824,524,06,037,134101,1348,0.3887240356083086,1.0,5414.0,35,census_api
Census Tract 1341.03; Los Angeles County; California,4584,85000,773,543,06,037,134103,1316,0.4126139817629179,1.0,4584.0,35,census_api
Census Tract 1341.04; Los Angeles County; California,4419,75174,680,621,06,037,134104,1301,0.47732513451191394,1.0,4419.0,35,census_api
Census Tract 1342.01; Los Angeles County; California,4345,92024,1039,267,06,037,134201,1306,0.20444104134762633,1.0,4345.0,35,census_api
Census Tract 1343.02; Los Angeles County; California,4287,122563,1146,245,06,037,134302,1391,0.17613227893601727,1.0,4287.0,35,census_api
Census Tract 1343.03; Los Angeles County; California,5597,92461,1371,553,06,037,134303,1924,0.2874220374220374,1.0,5597.0,35,census_api
Census Tract 1343.04; Los Angeles County; California,3045,74875,617,316,06,037,134304,933,0.3386923901393355,1.0,3045.0,35,census_api
Census Tract 1343.05; Los Angeles County; California,3840,50278,24,1188,06,037,134305,1212,0.9801980198019802,1.0,3840.0,35,census_api
Census Tract 1343.06; Los Angeles County; California,3925,51268,366,1064,06,037,134306,1430,0.7440559440559441,1.0,3925.0,35,census_api
Census Tract 1344.21; Los Angeles County; California,4292,124767,1359,155,06,037,134421,1514,0.1023778071334214,1.0,4292.0,35,census_api
Census Tract 1344.22; Los Angeles County; California,4933,157969,1203,353,06,037,134422,1556,0.2268637532133676,1.0,4933.0,35,census_api
Census Tract 1344.23; Los Angeles County; California,3243,115189,967,356,06,037,134423,1323,0.2690854119425548,1.0,3243.0,35,census_api
Census Tract 1344.24; Los Angeles County; California,2821,149000,931,99,06,037,134424,1030,0.09611650485436893,1.0,2821.0,35,census_api
Census Tract 1345.20; Los Angeles County; California,5263,50139,286,1618,06,037,134520,1904,0.8497899159663865,1.0,5263.0,35,census_api
Census Tract 1345.21; Los Angeles County; California,2944,53145,101,669,06,037,134521,770,0.8688311688311688,1.0,2944.0,35,census_api
Census Tract 1345.22; Los Angeles County; California,4741,49375,315,1136,06,037,134522,1451,0.7829083390764989,1.0,4741.0,35,census_api
Census Tract 1347.10; Los Angeles County; California,5531,52683,291,1291,06,037,134710,1582,0.816055625790139,1.0,5531.0,35,census_api
Census Tract 1347.20; Los Angeles County; California,5195,86375,1017,752,06,037,134720,1769,0.42509892594686266,1.0,5195.0,35,census_api
Census Tract 1348.01; Los Angeles County; California,3091,97381,803,313,06,037,134801,1116,0.28046594982078854,1.0,3091.0,35,census_api
Census Tract 1348.02; Los Angeles County; California,3121,83984,547,292,06,037,134802,839,0.34803337306317045,1.0,3121.0,35,census_api
Census Tract 1349.01; Los Angeles County; California,2577,78526,524,464,06,037,134901,988,0.46963562753036436,1.0,2577.0,35,census_api
Census Tract 1349.04; Los Angeles County; California,4615,75769,631,789,06,037,134904,1420,0.5556338028169014,1.0,4615.0,35,census_api
Census Tract 1349.05; Los Angeles County; California,5590,100103,267,2599,06,037,134905,2866,0.9068387997208653,1.0,5590.0,35,census_api
Census Tract 1349.06; Los Angeles County; California,3056,83302,0,1136,06,037,134906,1136,1.0,1.0,3056.0,35,census_api
Census Tract 1349.07; Los Angeles County; California,3635,99342,0,1696,06,037,134907,1696,1.0,1.0,3635.0,35,census_api
Census Tract 1351.02; Los Angeles County; California,3652,153750,1018,179,06,037,135102,1197,0.14954051796157058,1.0,3652.0,35,census_api
Census Tract 1351.11; Los Angeles County; California,4001,98490,596,674,06,037,135111,1270,0.5307086614173229,1.0,4001.0,35,census_api
Census Tract 1351.13; Los Angeles County; California,2951,110489,207,1108,06,037,135113,1315,0.8425855513307985,1.0,2951.0,35,census_api
Census Tract 1351.15; Los Angeles County; California,3212,86169,222,1219,06,037,135115,1441,0.8459403192227619,1.0,3212.0,35,census_api
Census Tract 1351.16; Los Angeles County; California,1477,68162,116,917,06,037,135116,1033,0.8877057115198451,1.0,1477.0,35,census_api
Census Tract 1352.01; Los Angeles County; California,3104,123460,706,163,06,037,135201,869,0.18757192174913695,1.0,3104.0,35,census_api
Census Tract 1352.02; Los Angeles County; California,4625,130156,1012,486,06,037,135202,1498,0.32443257676902537,1.0,4625.0,35,census_api
Census Tract 1352.04; Los Angeles County; California,4481,112765,1367,272,06,037,135204,1639,0.16595485051860892,1.0,4481.0,35,census_api
Census Tract 1352.05; Los Angeles County; California,2059,121339,637,128,06,037,135205,765,0.16732026143790849,1.0,2059.0,35,census_api
Census Tract 1370; Los Angeles County; California,5035,108224,1420,283,06,037,137000,1703,0.16617733411626542,1.0,5035.0,35,census_api
Census Tract 1371.03; Los Angeles County; California,5560,90964,1166,1229,06,037,137103,2395,0.5131524008350731,1.0,5560.0,35,census_api
Census Tract 1371.04; Los Angeles County; California,2416,98445,854,117,06,037,137104,971,0.12049433573635428,1.0,2416.0,35,census_api
Census Tract 1372.02; Los Angeles County; California,3339,71346,351,1017,06,037,137202,1368,0.743421052631579,1.0,3339.0,35,census_api
