tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 149; Miami-Dade County; Florida,5386,81389,1339,353,12,086,014900,1692,0.208628841607565,1.0,5386.0,35,census_api
Census Tract 150.01; Miami-Dade County; Florida,5002,72313,1315,184,12,086,015001,1499,0.12274849899933289,1.0,5002.0,35,census_api
Census Tract 150.02; Miami-Dade County; Florida,4922,96953,893,371,12,086,015002,1264,0.2935126582278481,1.0,4922.0,35,census_api
Census Tract 151.01; Miami-Dade County; Florida,4619,126213,1024,377,12,086,015101,1401,0.2690935046395432,1.0,4619.0,35,census_api
Census Tract 151.02; Miami-Dade County; Florida,2940,104647,826,37,12,086,015102,863,0.04287369640787949,1.0,2940.0,35,census_api
Census Tract 151.03; Miami-Dade County; Florida,3790,166250,685,281,12,086,015103,966,0.2908902691511387,1.0,3790.0,35,census_api
Census Tract 152.01; Miami-Dade County; Florida,3121,103846,601,351,12,086,015201,952,0.36869747899159666,1.0,3121.0,35,census_api
Census Tract 152.02; Miami-Dade County; Florida,4201,85625,783,443,12,086,015202,1226,0.36133768352365414,1.0,4201.0,35,census_api
Census Tract 153; Miami-Dade County; Florida,6643,110500,1610,322,12,086,015300,1932,0.16666666666666666,1.0,6643.0,35,census_api
Census Tract 154; Miami-Dade County; Florida,5666,84697,1615,123,12,086,015400,1738,0.07077100115074798,1.0,5666.0,35,census_api
Census Tract 155.01; Miami-Dade County; Florida,2684,46964,866,91,12,086,015501,957,0.09508881922675026,1.0,2684.0,35,census_api
Census Tract 155.02; Miami-Dade County; Florida,2937,86250,786,165,12,086,015502,951,0.17350157728706625,1.0,2937.0,35,census_api
Census Tract 156; Miami-Dade County; Florida,4624,77596,1211,414,12,086,015600,1625,0.25476923076923075,1.0,4624.0,35,census_api
Census Tract 157; Miami-Dade County; Florida,2221,114191,548,123,12,086,015700,671,0.18330849478390462,1.0,2221.0,35,census_api
Census Tract 158; Miami-Dade County; Florida,4896,62634,1149,500,12,086,015800,1649,0.30321406913280774,1.0,4896.0,35,census_api
Census Tract 159; Miami-Dade County; Florida,3153,68207,837,259,12,086,015900,1096,0.2363138686131387,1.0,3153.0,35,census_api
Census Tract 160; Miami-Dade County; Florida,4331,70508,1235,376,12,086,016000,1611,0.23339540657976413,1.0,4331.0,35,census_api
Census Tract 161; Miami-Dade County; Florida,4245,96786,1427,89,12,086,016100,1516,0.05870712401055409,1.0,4245.0,35,census_api
Census Tract 162; Miami-Dade County; Florida,3012,80966,1018,105,12,086,016200,1123,0.09349955476402494,1.0,3012.0,35,census_api
Census Tract 163; Miami-Dade County; Florida,4622,97566,1378,107,12,086,016300,1485,0.07205387205387205,1.0,4622.0,35,census_api
Census Tract 164.01; Miami-Dade County; Florida,4652,145938,1312,128,12,086,016401,1440,0.08888888888888889,1.0,4652.0,35,census_api
Census Tract 164.02; Miami-Dade County; Florida,2390,96375,597,58,12,086,016402,655,0.08854961832061069,1.0,2390.0,35,census_api
Census Tract 165.01; Miami-Dade County; Florida,3522,104229,760,179,12,086,016501,939,0.1906283280085197,1.0,3522.0,35,census_api
Census Tract 165.02; Miami-Dade County; Florida,5417,137917,1236,266,12,086,016502,1502,0.17709720372836218,1.0,5417.0,35,census_api
Census Tract 166; Miami-Dade County; Florida,3652,69290,1238,161,12,086,016600,1399,0.11508220157255182,1.0,3652.0,35,census_api
Census Tract 167; Miami-Dade County; Florida,4539,90083,1046,308,12,086,016700,1354,0.2274741506646972,1.0,4539.0,35,census_api
Census Tract 168; Miami-Dade County; Florida,3796,56304,973,237,12,086,016800,1210,0.19586776859504132,1.0,3796.0,35,census_api
Census Tract 169; Miami-Dade County; Florida,4558,60114,1107,696,12,086,016900,1803,0.3860232945091514,1.0,4558.0,35,census_api
Census Tract 170; Miami-Dade County; Florida,4768,56865,1244,602,12,086,017000,1846,0.3261105092091008,1.0,4768.0,35,census_api
Census Tract 171.01; Miami-Dade County; Florida,3747,53325,799,684,12,086,017101,1483,0.4612272420768712,1.0,3747.0,35,census_api
Census Tract 171.02; Miami-Dade County; Florida,2799,98155,494,404,12,086,017102,898,0.44988864142538976,1.0,2799.0,35,census_api
Census Tract 172; Miami-Dade County; Florida,3732,78828,1066,234,12,086,017200,1300,0.18,1.0,3732.0,35,census_api
Census Tract 173; Miami-Dade County; Florida,4014,41078,876,752,12,086,017300,1628,0.4619164619164619,1.0,4014.0,35,census_api
Census Tract 174.01; Miami-Dade County; Florida,1510,63783,411,42,12,086,017401,453,0.09271523178807947,1.0,1510.0,35,census_api
Census Tract 174.02; Miami-Dade County; Florida,4891,78413,1002,922,12,086,017402,1924,0.4792099792099792,1.0,4891.0,35,census_api
Census Tract 175; Miami-Dade County; Florida,3592,40481,322,1050,12,086,017500,1372,0.7653061224489796,1.0,3592.0,35,census_api
Census Tract 176; Miami-Dade County; Florida,6789,55262,795,1770,12,086,017600,2565,0.6900584795321637,1.0,6789.0,35,census_api
Census Tract 177; Miami-Dade County; Florida,4602,64571,671,929,12,086,017700,1600,0.580625,1.0,4602.0,35,census_api
Census Tract 178; Miami-Dade County; Florida,5907,53992,667,1500,12,086,017800,2167,0.6922011998154131,1.0,5907.0,35,census_api
Census Tract 179.01; Miami-Dade County; Florida,3958,103750,1057,125,12,086,017901,1182,0.10575296108291032,1.0,3958.0,35,census_api
Census Tract 179.02; Miami-Dade County; Florida,4669,116651,1321,46,12,086,017902,1367,0.033650329188002925,1.0,4669.0,35,census_api
Census Tract 180.01; Miami-Dade County; Florida,1529,112345,517,7,12,086,018001,524,0.013358778625954198,1.0,1529.0,35,census_api
Census Tract 180.02; Miami-Dade County; Florida,2602,109412,620,184,12,086,018002,804,0.22885572139303484,1.0,2602.0,35,census_api
Census Tract 180.03; Miami-Dade County; Florida,8306,86869,1170,1297,12,086,018003,2467,0.5257397648966355,1.0,8306.0,35,census_api
Census Tract 181; Miami-Dade County; Florida,4814,51917,1115,629,12,086,018100,1744,0.3606651376146789,1.0,4814.0,35,census_api
Census Tract 182; Miami-Dade County; Florida,2815,81471,517,319,12,086,018200,836,0.3815789473684211,1.0,2815.0,35,census_api
Census Tract 183; Miami-Dade County; Florida,4367,72857,990,362,12,086,018300,1352,0.2677514792899408,1.0,4367.0,35,census_api
Census Tract 184; Miami-Dade County; Florida,3754,57118,677,865,12,086,018400,1542,0.5609597924773022,1.0,3754.0,35,census_api
Census Tract 185; Miami-Dade County; Florida,4824,71458,744,1055,12,086,018500,1799,0.5864369093941079,1.0,4824.0,35,census_api
Census Tract 186.01; Miami-Dade County; Florida,4418,76250,799,463,12,086,018601,1262,0.36687797147385104,1.0,4418.0,35,census_api
Census Tract 186.02; Miami-Dade County; Florida,3864,77597,770,420,12,086,018602,1190,0.35294117647058826,1.0,3864.0,35,census_api
Census Tract 187; Miami-Dade County; Florida,4391,80338,1143,135,12,086,018700,1278,0.1056338028169014,1.0,4391.0,35,census_api
Census Tract 188.01; Miami-Dade County; Florida,2729,118750,577,212,12,086,018801,789,0.26869455006337134,1.0,2729.0,35,census_api
Census Tract 188.02; Miami-Dade County; Florida,2654,61653,240,797,12,086,018802,1037,0.7685631629701061,1.0,2654.0,35,census_api
Census Tract 188.03; Miami-Dade County; Florida,3654,78929,794,442,12,086,018803,1236,0.35760517799352753,1.0,3654.0,35,census_api
Census Tract 189.01; Miami-Dade County; Florida,3091,100142,886,186,12,086,018901,1072,0.17350746268656717,1.0,3091.0,35,census_api
Census Tract 189.02; Miami-Dade County; Florida,3357,93229,1020,61,12,086,018902,1081,0.056429232192414434,1.0,3357.0,35,census_api
Census Tract 190; Miami-Dade County; Florida,5686,78585,1635,443,12,086,019000,2078,0.21318575553416746,1.0,5686.0,35,census_api
Census Tract 191; Miami-Dade County; Florida,5364,61382,1158,1107,12,086,019100,2265,0.48874172185430464,1.0,5364.0,35,census_api
Census Tract 192; Miami-Dade County; Florida,5210,82361,1346,348,12,086,019200,1694,0.20543093270365997,1.0,5210.0,35,census_api
Census Tract 193.01; Miami-Dade County; Florida,2955,79448,547,314,12,086,019301,861,0.36469221835075494,1.0,2955.0,35,census_api
Census Tract 193.02; Miami-Dade County; Florida,5024,79766,1048,642,12,086,019302,1690,0.37988165680473374,1.0,5024.0,35,census_api
Census Tract 194.01; Miami-Dade County; Florida,2693,108074,677,214,12,086,019401,891,0.24017957351290684,1.0,2693.0,35,census_api
Census Tract 194.02; Miami-Dade County; Florida,5924,85476,963,761,12,086,019402,1724,0.441415313225058,1.0,5924.0,35,census_api
Census Tract 195.01; Miami-Dade County; Florida,3769,91442,1013,271,12,086,019501,1284,0.21105919003115264,1.0,3769.0,35,census_api
Census Tract 195.02; Miami-Dade County; Florida,4526,91383,1093,230,12,086,019502,1323,0.17384731670445955,1.0,4526.0,35,census_api
Census Tract 196; Miami-Dade County; Florida,6530,126688,1449,332,12,086,019600,1781,0.18641212801796744,1.0,6530.0,35,census_api
Census Tract 197; Miami-Dade County; Florida,4060,91382,1009,70,12,086,019700,1079,0.06487488415199258,1.0,4060.0,35,census_api
Census Tract 198.01; Miami-Dade County; Florida,5450,104338,1202,219,12,086,019801,1421,0.15411681914144967,1.0,5450.0,35,census_api
Census Tract 198.02; Miami-Dade County; Florida,5021,139400,1611,47,12,086,019802,1658,0.028347406513872134,1.0,5021.0,35,census_api
Census Tract 199.01; Miami-Dade County; Florida,4093,57467,931,282,12,086,019901,1213,0.23248145094806266,1.0,4093.0,35,census_api
Census Tract 199.02; Miami-Dade County; Florida,7053,73760,1356,785,12,086,019902,2141,0.3666510976179355,1.0,7053.0,35,census_api
Census Tract 200.01; Miami-Dade County; Florida,2320,74397,521,85,12,086,020001,606,0.14026402640264027,1.0,2320.0,35,census_api
Census Tract 200.02; Miami-Dade County; Florida,5269,112188,1131,301,12,086,020002,1432,0.210195530726257,1.0,5269.0,35,census_api
Census Tract 201; Miami-Dade County; Florida,4465,77788,952,166,12,086,020100,1118,0.148479427549195,1.0,4465.0,35,census_api
Census Tract 202; Miami-Dade County; Florida,5754,54883,618,849,12,086,020200,1467,0.5787321063394683,1.0,5754.0,35,census_api
Census Tract 203; Miami-Dade County; Florida,3331,80458,848,172,12,086,020300,1020,0.16862745098039217,1.0,3331.0,35,census_api
Census Tract 4901; Miami-Dade County; Florida,1373,63889,205,289,12,086,490100,494,0.5850202429149798,1.0,1373.0,35,census_api
Census Tract 9803; Miami-Dade County; Florida,6016,-666666666,0,4,12,086,980300,4,1.0,1.0,6016.0,35,census_api
Census Tract 9805; Miami-Dade County; Florida,411,73375,0,164,12,086,980500,164,1.0,1.0,411.0,35,census_api
Census Tract 9807; Miami-Dade County; Florida,1242,-666666666,0,210,12,086,980700,210,1.0,1.0,1242.0,35,census_api
Census Tract 9811; Miami-Dade County; Florida,244,51250,0,29,12,086,981100,29,1.0,1.0,244.0,35,census_api
Census Tract 9813; Miami-Dade County; Florida,1884,-666666666,42,4,12,086,981300,46,0.08695652173913043,1.0,1884.0,35,census_api
